text,label
"cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"""cmd"" /c",T1059.003
"They also retrieve networking information, like network adapters, specific machines, and network services like Remote Desktop Protocol (RDP).",T1016
"For lateral movement, the attackers made use of the PsExec tool and the net use command for accessing shared resources on remote machines.",T1570
and the PsExec Windows Sysinternals tool and net for lateral movement and exploration,T1570
loads and executes the decrypted,T1140
pc.exe decrypts AddSecurityPackage64.dll and pc.dll using the AES encryption algorithm,T1140
"pc.dll decrypts,",T1140
Disabling Windows event logging in an attempt to evade detection,T1562.001
"In an attempt to remain undetected, AddSecurityPackage64.dll disables Windows event logging by killing threads of the Windows Event Log service without stopping the execution of the service itself",T1562.001
Injecting pc.dll into LSASS as a Security Package,T1055
to execute malicious code in the context of LSASS.,T1055
"enumerating the processes’ threads,",T1057
tasklist,T1057
informationAddSecurityPackage64.dll injects pc.dll into LSASS by deploying pc.dll as a Security Package,T1055
embedded JavaScript Observed Notation (JSON)-based configuration to set parameters,T1027
text-encoded in base64,T1027
brute-force attacks,T1110
brute-forcing and compromising servers,T1110
Valid credentials,T1078
"uploaded to the command-and-control (C&C) server,",T1041
usually at port 5028/TCP,T1095
use several highly obfuscated and underdevelopment custom loaders,T1027
malicious RAR archive,T1027
install an information stealer.,T1005
"stealer,",T1005
keylogger with logging capabilities using the Telegram API,T1056.001
distributed to victims via phishing attempts,T1566.001
embedded binary files,T1027
"archive contains the files,",T1140
"deobfuscate, decompress,",T1140
decrypts strings,T1140
"deobfuscation, and decompression",T1140
decompressing,T1140
"decompresses it using the GZipStream API,",T1140
masquerades as a legitimate word document,T1036.005
legitimize the package in the eyes of the victim,T1036.005
designed to lure unsuspecting victims into executing the loader.,T1204.002
is executed by the victim,T1204.002
utilizes Telegram for delivering payloads,T1105
download,T1105
used to send program execution DEBUG and Telegram to deliver payloads and send commands.,T1105
downloads the next part,T1105
"utilizes Telegram for delivering payloads, sending commands, and receiving the payload heartbeat.",T1095
send commands.,T1095
sends a request to the attacker-controlled Telegram channel,T1095
"sends the message ""bot getted"" to the debug server.",T1095
"accepts commands from a Telegram channel,",T1095
"message to both the Debug server and the Telegram channel,",T1095
sends a GET request to https://api[.]telegram[.]org/bot{token}/getUpdates to retrieve the command,T1095
API hashing,T1027
resolves hashed Windows APIs,T1027
conceal the utilization of potentially suspicious APIs (functions) from static detection,T1027
"replacing the human-readable names of functions (such as ""CreateMutexW"") with a hash value,",T1027
used in the code to call the corresponding API function,T1027
employs dynamic API resolving to conceal its API imports,T1027
"storing the names or hashes of the APIs needed, then importing them dynamically at runtime.",T1027
"passes two arguments to the ""mw_resolveAPI"" function.",T1027
resolves the given API hash and retrieves the address of an exported function,T1027
creating a hash for each export function name,T1027
"string encryption,",T1027
irrelevant code,T1027
LoadLibrary and GetProcAddress functions,T1106
Compressapi,T1106
GetTokenInformation API.,T1106
retrieves the MachineGuid of the infected system from the SOFTWARE\Microsoft\Cryptography\MachineGuid registry key,T1012
"retrieves the MachineGuid of the infected system from the ""SOFTWARE\Microsoft\Cryptography\MachineGuid"" registry key.",T1012
deletes the HKCU\SOFTWARE\Intel registry key and recreates it,T1112
collects information about the .NET Framework Setup,T1082
elevate its privileges by executing the mw_UAC_bypass function,T1548.002
Calling Local Windows RPC Servers from .NET,T1548.002
bypass user account control (UAC) using only two remote procedure call (RPC) requests,T1548.002
"executes an export function called ""Entry"" from UpdateTask.dll via rundll32.exe",T1218.011
payload through rundll32.exe,T1218.011
disable Microsoft Defender,T1562.001
patch the integrity level of the Microsoft defender (MsMpEng.exe) and forcibly reduce it from system to untrusted integrity.,T1562.001
determine if it is running as an account with administrator privileges or simply as a regular user,T1033
creating scheduled tasks,T1053.005
sets up its working directory,T1074.001
collect system information and steals user information,T1074.001
"tokens, and passwords from various web browsers and applications",T1078
captures screenshots,T1113
compressed and exfiltrated to the attacker via Telegram,T1041
"some strings, such as web browser paths and Geolocation API services URLs, are encrypted with the AES algorithm in cipher-block chaining (CBC) mode",T1573.001
"gathers basic system information,",T1082
for the infected system by gathering the username and hostname,T1082
"the malware then proceeds to gather basic system information, including username, computer name, and OS version,",T1082
"System info, including both hardware and OS info.",T1082
