"Time","No.","Source","Destination","Protocol","Length","Info"
"29.191090","1461","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=2613 Win=65535 Len=0"
"29.191241","1462","142.250.193.129","192.168.232.2","TCP","1360","443  >  37785 [PSH, ACK] Seq=2613 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.191302","1463","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=3919 Win=65535 Len=0"
"29.211730","1464","142.250.193.129","192.168.232.2","TCP","1360","443  >  37785 [PSH, ACK] Seq=3919 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.212064","1465","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=5225 Win=65535 Len=0"
"29.212540","1466","142.250.193.129","192.168.232.2","TCP","1360","443  >  37785 [PSH, ACK] Seq=5225 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.212755","1467","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=6531 Win=65535 Len=0"
"29.212596","1468","142.250.193.129","192.168.232.2","TCP","1360","443  >  37785 [PSH, ACK] Seq=6531 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.212834","1469","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=7837 Win=65535 Len=0"
"29.216099","1470","142.250.193.129","192.168.232.2","TLSv1.2","416","Certificate, Server Key Exchange, Server Hello Done"
"29.216323","1471","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=217 Ack=8199 Win=65535 Len=0"
"29.216384","1472","142.250.193.129","192.168.232.2","TLSv1.2","1360","Server Hello"
"29.216426","1473","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=1307 Win=65535 Len=0"
"29.217619","1474","142.250.193.129","192.168.232.2","TCP","1360","443  >  37786 [PSH, ACK] Seq=1307 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.217718","1475","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=2613 Win=65535 Len=0"
"29.217741","1476","192.168.232.2","142.250.193.129","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"29.217915","1477","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=8199 Ack=302 Win=8760 Len=0"
"29.218595","1478","142.250.193.129","192.168.232.2","TCP","1360","443  >  37786 [PSH, ACK] Seq=2613 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.218689","1479","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=3919 Win=65535 Len=0"
"29.218752","1480","142.250.193.129","192.168.232.2","TCP","1360","443  >  37786 [PSH, ACK] Seq=3919 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.218787","1481","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=5225 Win=65535 Len=0"
"29.219926","1482","142.250.193.129","192.168.232.2","TCP","1360","443  >  37786 [PSH, ACK] Seq=5225 Ack=217 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"29.220104","1483","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=6531 Win=65535 Len=0"
"29.220388","1484","142.250.193.129","192.168.232.2","TCP","1494","443  >  37786 [ACK] Seq=6531 Ack=217 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"29.220507","1485","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=7971 Win=65535 Len=0"
"29.220410","1486","142.250.193.129","192.168.232.2","TLSv1.2","284","Certificate, Server Key Exchange, Server Hello Done"
"29.220603","1487","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [ACK] Seq=217 Ack=8201 Win=65535 Len=0"
"29.221836","1488","192.168.232.2","142.250.193.129","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"29.222225","1489","142.250.193.129","192.168.232.2","TCP","54","443  >  37786 [ACK] Seq=8201 Ack=302 Win=8760 Len=0"
"29.224740","1490","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [FIN, ACK] Seq=302 Ack=8201 Win=65535 Len=0"
"29.225041","1491","192.168.232.2","142.250.193.129","TLSv1.2","139","Application Data"
"29.225317","1492","142.250.193.129","192.168.232.2","TCP","54","443  >  37786 [ACK] Seq=8201 Ack=303 Win=8760 Len=0"
"29.225337","1493","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=8199 Ack=387 Win=8760 Len=0"
"29.225498","1494","192.168.232.2","142.250.193.129","TLSv1.2","406","Application Data"
"29.225585","1495","192.168.232.2","142.250.193.129","TLSv1.2","151","Application Data"
"29.225699","1496","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=8199 Ack=739 Win=8760 Len=0"
"29.225711","1497","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=8199 Ack=836 Win=8760 Len=0"
"29.328660","1498","142.250.193.129","192.168.232.2","TLSv1.2","341","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"29.329105","1499","142.250.193.129","192.168.232.2","TLSv1.2","115","Application Data"
"29.329296","1500","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=836 Ack=8547 Win=65535 Len=0"
"29.329435","1501","192.168.232.2","142.250.193.129","TLSv1.2","84","Application Data"
"29.329585","1502","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=8547 Ack=866 Win=8760 Len=0"
"29.329610","1503","142.250.193.129","192.168.232.2","TLSv1.2","84","Application Data"
"29.331923","1504","142.250.193.129","192.168.232.2","TLSv1.2","341","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"29.332170","1505","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [RST] Seq=303 Win=0 Len=0"
"29.332369","1506","142.250.193.129","192.168.232.2","TLSv1.2","115","Application Data"
"29.332454","1507","192.168.232.2","142.250.193.129","TCP","54","37786  >  443 [RST] Seq=303 Win=0 Len=0"
"29.336352","1508","142.250.193.129","192.168.232.2","TLSv1.2","591","Application Data"
"29.337366","1509","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=866 Ack=9114 Win=65535 Len=0"
"29.340623","1510","142.250.193.129","192.168.232.2","TLSv1.2","356","Application Data"
"29.340964","1511","142.250.193.129","192.168.232.2","TLSv1.2","198","Application Data"
"29.341333","1512","142.250.193.129","192.168.232.2","TLSv1.2","258","Application Data"
"29.341746","1513","192.168.232.2","142.250.193.129","TCP","54","37785  >  443 [ACK] Seq=866 Ack=9764 Win=65535 Len=0"
"29.342725","1514","192.168.232.2","142.250.193.129","TLSv1.2","92","Application Data"
"29.343035","1515","142.250.193.129","192.168.232.2","TCP","54","443  >  37785 [ACK] Seq=9764 Ack=904 Win=8760 Len=0"
"29.611964","1516","142.250.193.142","192.168.232.2","TLSv1.2","1346","Application Data"
"29.612202","1517","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=804 Ack=8361 Win=65535 Len=0"
"29.616250","1518","142.250.193.142","192.168.232.2","TLSv1.2","692","Application Data, Application Data, Application Data"
"29.616407","1519","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=804 Ack=8999 Win=65535 Len=0"
"29.616652","1520","192.168.232.2","142.250.193.142","TLSv1.2","92","Application Data"
"29.616872","1521","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=8999 Ack=842 Win=8760 Len=0"
"29.620291","1522","10.0.2.3","192.168.232.2","DNS","87","Standard query response 0x4851 Server failure A analytics.seattleclouds.com"
"29.620555","1523","192.168.232.2","10.0.2.3","DNS","87","Standard query 0x4851 A analytics.seattleclouds.com"
"29.632481","1524","192.168.232.2","142.250.193.142","TLSv1.2","322","Application Data"
"29.632792","1525","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=8999 Ack=1110 Win=8760 Len=0"
"29.777137","1526","10.0.2.3","192.168.232.2","DNS","82","Standard query response 0x2cae Server failure AAAA push.seattleclouds.com"
"29.777185","1527","10.0.2.3","192.168.232.2","DNS","82","Standard query response 0x377e Server failure AAAA push.seattleclouds.com"
"29.777475","1528","192.168.232.2","10.0.2.3","ICMP","110","Destination unreachable (Port unreachable)"
"29.777600","1529","192.168.232.2","10.0.2.3","DNS","82","Standard query 0x2cae AAAA push.seattleclouds.com"
"29.893225","1530","10.0.2.3","192.168.232.2","DNS","87","Standard query response 0x37c9 Server failure AAAA analytics.seattleclouds.com"
"29.893639","1531","192.168.232.2","10.0.2.3","DNS","87","Standard query 0x37c9 AAAA analytics.seattleclouds.com"
"30.094786","1532","142.250.193.142","192.168.232.2","TLSv1.2","816","Application Data"
"30.098070","1533","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.098131","1534","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.098880","1535","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=1110 Ack=12373 Win=65535 Len=0"
"30.101373","1536","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.101846","1537","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.102159","1538","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=1110 Ack=14985 Win=65535 Len=0"
"30.104813","1539","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.107894","1540","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.108289","1541","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=1110 Ack=17597 Win=65535 Len=0"
"30.108287","1542","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.111326","1543","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data"
"30.111539","1544","142.250.193.142","192.168.232.2","TLSv1.2","1360","Application Data [TCP segment of a reassembled PDU]"
"30.112309","1545","192.168.232.2","142.250.193.142","TCP","54","52382  >  443 [ACK] Seq=1110 Ack=21515 Win=65535 Len=0"
"30.112328","1546","142.250.193.142","192.168.232.2","TLSv1.2","1334","Application Data, Application Data, Application Data, Application Data, Application Data"
"30.112804","1547","192.168.232.2","142.250.193.142","TLSv1.2","92","Application Data"
"30.115659","1548","142.250.193.142","192.168.232.2","TCP","54","443  >  52382 [ACK] Seq=22795 Ack=1148 Win=8760 Len=0"
"30.118206","1549","192.168.232.2","10.0.2.3","DNS","80","Standard query 0x312b AAAA fonts.googleapis.com"
"30.119154","1550","192.168.232.2","10.0.2.3","DNS","75","Standard query 0x7276 AAAA www.gstatic.com"
"30.172777","1551","10.0.2.3","192.168.232.2","DNS","108","Standard query response 0x312b AAAA fonts.googleapis.com AAAA 2404:6800:4007:82c::200a"
"30.173265","1552","192.168.232.2","10.0.2.3","DNS","80","Standard query 0x7baa A fonts.googleapis.com"
"30.176660","1553","10.0.2.3","192.168.232.2","DNS","103","Standard query response 0x7276 AAAA www.gstatic.com AAAA 2404:6800:4007:829::2003"
"30.176954","1554","192.168.232.2","10.0.2.3","DNS","75","Standard query 0x1b68 A www.gstatic.com"
"30.210241","1555","10.0.2.3","192.168.232.2","DNS","96","Standard query response 0x7baa A fonts.googleapis.com A 142.250.196.170"
"30.211168","1556","192.168.232.2","142.250.196.170","TCP","74","51819  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712315 TSecr=0 WS=64"
"30.211452","1557","192.168.232.2","142.250.196.170","TCP","74","51820  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712315 TSecr=0 WS=64"
"30.211910","1558","192.168.232.2","142.250.196.170","TCP","74","51821  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712316 TSecr=0 WS=64"
"30.220858","1559","10.0.2.3","192.168.232.2","DNS","91","Standard query response 0x1b68 A www.gstatic.com A 142.250.195.67"
"30.221634","1560","192.168.232.2","10.0.2.3","DNS","74","Standard query 0x5df4 A api.m.the9.com"
"30.221724","1561","192.168.232.2","142.250.195.67","TCP","74","47218  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712317 TSecr=0 WS=64"
"30.221959","1562","192.168.232.2","142.250.195.67","TCP","74","47219  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712317 TSecr=0 WS=64"
"30.222321","1563","192.168.232.2","142.250.195.67","TCP","74","47220  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=712317 TSecr=0 WS=64"
"30.292789","1564","142.250.196.170","192.168.232.2","TCP","58","443  >  51819 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.293008","1565","192.168.232.2","142.250.196.170","TCP","54","51819  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.293366","1566","192.168.232.2","142.250.196.170","TLSv1.2","265","Client Hello"
"30.293779","1567","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=1 Ack=212 Win=8760 Len=0"
"30.297029","1568","142.250.195.67","192.168.232.2","TCP","58","443  >  47218 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.297272","1569","192.168.232.2","142.250.195.67","TCP","54","47218  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.297064","1570","142.250.196.170","192.168.232.2","TCP","58","443  >  51821 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.297360","1571","192.168.232.2","142.250.196.170","TCP","54","51821  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.297410","1572","142.250.195.67","192.168.232.2","TCP","58","443  >  47219 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.297466","1573","192.168.232.2","142.250.195.67","TCP","54","47219  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.297415","1574","142.250.195.67","192.168.232.2","TCP","58","443  >  47220 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.297529","1575","192.168.232.2","142.250.195.67","TCP","54","47220  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.297420","1576","142.250.196.170","192.168.232.2","TCP","58","443  >  51820 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"30.297594","1577","192.168.232.2","142.250.196.170","TCP","54","51820  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"30.298006","1578","192.168.232.2","142.250.195.67","TLSv1.2","260","Client Hello"
"30.298214","1579","192.168.232.2","142.250.196.170","TLSv1.2","265","Client Hello"
"30.298303","1580","142.250.195.67","192.168.232.2","TCP","54","443  >  47218 [ACK] Seq=1 Ack=207 Win=8760 Len=0"
"30.298358","1581","192.168.232.2","142.250.195.67","TLSv1.2","260","Client Hello"
"30.298388","1582","142.250.196.170","192.168.232.2","TCP","54","443  >  51821 [ACK] Seq=1 Ack=212 Win=8760 Len=0"
"30.298477","1583","142.250.195.67","192.168.232.2","TCP","54","443  >  47219 [ACK] Seq=1 Ack=207 Win=8760 Len=0"
"30.298488","1584","192.168.232.2","142.250.195.67","TLSv1.2","260","Client Hello"
"30.298604","1585","142.250.195.67","192.168.232.2","TCP","54","443  >  47220 [ACK] Seq=1 Ack=207 Win=8760 Len=0"
"30.298620","1586","192.168.232.2","142.250.196.170","TLSv1.2","265","Client Hello"
"30.298740","1587","142.250.196.170","192.168.232.2","TCP","54","443  >  51820 [ACK] Seq=1 Ack=212 Win=8760 Len=0"
"30.414921","1588","142.250.196.170","192.168.232.2","TLSv1.2","1360","Server Hello"
"30.415179","1589","192.168.232.2","142.250.196.170","TCP","54","51819  >  443 [ACK] Seq=212 Ack=1307 Win=65535 Len=0"
"30.415598","1590","142.250.196.170","192.168.232.2","TCP","1360","443  >  51819 [PSH, ACK] Seq=1307 Ack=212 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"30.415754","1591","192.168.232.2","142.250.196.170","TCP","54","51819  >  443 [ACK] Seq=212 Ack=2613 Win=65535 Len=0"
"30.415615","1592","142.250.196.170","192.168.232.2","TCP","1360","443  >  51819 [PSH, ACK] Seq=2613 Ack=212 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"30.415864","1593","192.168.232.2","142.250.196.170","TCP","54","51819  >  443 [ACK] Seq=212 Ack=3919 Win=65535 Len=0"
"30.415640","1594","142.250.196.170","192.168.232.2","TLSv1.2","736","Certificate, Server Key Exchange, Server Hello Done"
"30.415918","1595","192.168.232.2","142.250.196.170","TCP","54","51819  >  443 [ACK] Seq=212 Ack=4601 Win=65535 Len=0"
"30.415977","1596","142.250.195.67","192.168.232.2","TLSv1.2","1360","Server Hello"
"30.416014","1597","192.168.232.2","142.250.195.67","TCP","54","47218  >  443 [ACK] Seq=207 Ack=1307 Win=65535 Len=0"
"30.417644","1598","192.168.232.2","142.250.196.170","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"30.418131","1599","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=4601 Ack=297 Win=8760 Len=0"
"30.423806","1600","192.168.232.2","142.250.196.170","TLSv1.2","139","Application Data"
"30.424300","1601","192.168.232.2","142.250.196.170","TLSv1.2","370","Application Data"
"30.424307","1602","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=4601 Ack=382 Win=8760 Len=0"
"30.424430","1603","192.168.232.2","142.250.196.170","TLSv1.2","204","Application Data"
"30.424494","1604","192.168.232.2","142.250.196.170","TLSv1.2","178","Application Data"
"30.424491","1605","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=4601 Ack=698 Win=8760 Len=0"
"30.424575","1606","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=4601 Ack=848 Win=8760 Len=0"
"30.424711","1607","142.250.196.170","192.168.232.2","TCP","54","443  >  51819 [ACK] Seq=4601 Ack=972 Win=8760 Len=0"
"30.427528","1608","142.250.195.67","192.168.232.2","TCP","1360","443  >  47218 [PSH, ACK] Seq=1307 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"30.427748","1609","192.168.232.2","142.250.195.67","TCP","54","47218  >  443 [ACK] Seq=207 Ack=2613 Win=65535 Len=0"
"30.432460","1610","142.250.195.67","192.168.232.2","TLSv1.2","1360","Server Hello"
"30.432756","1611","192.168.232.2","142.250.195.67","TCP","54","47219  >  443 [ACK] Seq=207 Ack=1307 Win=65535 Len=0"
"30.433158","1612","142.250.195.67","192.168.232.2","TCP","1360","443  >  47219 [PSH, ACK] Seq=1307 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"30.433408","1613","192.168.232.2","142.250.195.67","TCP","54","47219  >  443 [ACK] Seq=207 Ack=2613 Win=65535 Len=0"
"30.433177","1614","142.250.195.67","192.168.232.2","TLSv1.2","1360","Server Hello"
"30.433497","1615","192.168.232.2","142.250.195.67","TCP","54","47220  >  443 [ACK] Seq=207 Ack=1307 Win=65535 Len=0"
"30.433184","1616","142.250.195.67","192.168.232.2","TCP","1494","443  >  47219 [ACK] Seq=2613 Ack=207 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"30.433555","1617","192.168.232.2","142.250.195.67","TCP","54","47219  >  443 [ACK] Seq=207 Ack=4053 Win=65535 Len=0"
"30.433212","1618","142.250.195.67","192.168.232.2","TLSv1.2","260","Certificate, Server Key Exchange, Server Hello Done"
"30.433606","1619","192.168.232.2","142.250.195.67","TCP","54","47219  >  443 [ACK] Seq=207 Ack=4259 Win=65535 Len=0"
"30.433228","1620","142.250.195.67","192.168.232.2","TCP","1360","443  >  47220 [PSH, ACK] Seq=1307 Ack=207 Win=8760 Len=1306 [TCP segment of a reassembled PDU]"
"30.433653","1621","192.168.232.2","142.250.195.67","TCP","54","47220  >  443 [ACK] Seq=207 Ack=2613 Win=65535 Len=0"
"30.433933","1622","142.250.195.67","192.168.232.2","TCP","1494","443  >  47220 [ACK] Seq=2613 Ack=207 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
"30.434029","1623","192.168.232.2","142.250.195.67","TCP","54","47220  >  443 [ACK] Seq=207 Ack=4053 Win=65535 Len=0"
"30.433956","1624","142.250.195.67","192.168.232.2","TLSv1.2","261","Certificate, Server Key Exchange, Server Hello Done"
"30.434084","1625","192.168.232.2","142.250.195.67","TCP","54","47220  >  443 [ACK] Seq=207 Ack=4260 Win=65535 Len=0"
"30.434911","1626","142.250.195.67","192.168.232.2","TCP","1494","443  >  47218 [ACK] Seq=2613 Ack=207 Win=8760 Len=1440 [TCP segment of a reassembled PDU]"
